School Year,District Code,District Name,County,School Code,School Name,TYPE,INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
2016,17001,Seattle Public Schools,King,3479,Nathan Hale High School,High,64.7,"1,177",16,158,142,0,648,89,124,1.4%,13.4%,12.1%,0.0%,55.1%,7.6%,10.5%
2016,17409,Tahoma School District,King,3286,Lake Wilderness Elementary,Elementary,45.3,"1,196",2,55,17,5,863,154,100,0.2%,4.6%,1.4%,0.4%,72.2%,12.9%,8.4%
2016,17403,Renton School District,King,3035,McKnight Middle School,Middle,73.2,"1,226",5,364,72,1,403,67,314,0.4%,29.7%,5.9%,0.1%,32.9%,5.5%,25.6%
2016,17001,Seattle Public Schools,King,3276,Ingraham High School,High,63.5,"1,232",8,190,109,1,691,96,137,0.6%,15.4%,8.8%,0.1%,56.1%,7.8%,11.1%
2016,17401,Highline School District,King,2325,Highline High School,High,71.0,"1,250",13,178,96,2,324,90,547,1.0%,14.2%,7.7%,0.2%,25.9%,7.2%,43.8%
2016,17403,Renton School District,King,3741,Lindbergh Senior High School,High,76.0,"1,256",13,351,221,0,391,55,225,1.0%,27.9%,17.6%,0.0%,31.1%,4.4%,17.9%
2016,17409,Tahoma School District,King,4556,Tahoma Jr High,Middle,42.5,"1,261",6,60,25,4,941,114,111,0.5%,4.8%,2.0%,0.3%,74.6%,9.0%,8.8%
2016,31025,Marysville School District,Snohomish,5213,Marysville Pilchuck High School,High,61.7,"1,268",68,52,24,1,723,150,250,5.4%,4.1%,1.9%,0.1%,57.0%,11.8%,19.7%
2016,17411,Issaquah School District,King,3962,Liberty Sr High School,High,52.2,"1,285",5,211,24,0,851,68,126,0.4%,16.4%,1.9%,0.0%,66.2%,5.3%,9.8%
2016,31004,Lake Stevens School District,Snohomish,5099,Cavelero Mid High School,High,44.0,"1,295",7,47,26,1,949,108,157,0.5%,3.6%,2.0%,0.1%,73.3%,8.3%,12.1%
2016,31015,Edmonds School District,Snohomish,3303,Mountlake Terrace High School,High,64.0,"1,296",12,155,65,0,718,194,152,0.9%,12.0%,5.0%,0.0%,55.4%,15.0%,11.7%
2016,17001,Seattle Public Schools,King,2182,Franklin High School,High,63.9,"1,307",8,680,356,0,88,44,131,0.6%,52.0%,27.2%,0.0%,6.7%,3.4%,10.0%
2016,17412,Shoreline School District,King,3343,Shorecrest High School,High,63.1,"1,343",2,192,107,0,760,150,132,0.1%,14.3%,8.0%,0.0%,56.6%,11.2%,9.8%
2016,17403,Renton School District,King,2475,Renton Senior High School,High,75.0,"1,371",10,398,450,3,148,77,285,0.7%,29.0%,32.8%,0.2%,10.8%,5.6%,20.8%
2016,17216,Enumclaw School District,King,3330,Enumclaw Sr High School,High,32.3,"1,396",22,9,9,0,1135,52,169,1.6%,0.6%,0.6%,0.0%,81.3%,3.7%,12.1%
2016,31401,Stanwood-Camano School District,Snohomish,2581,Stanwood High School,High,26.4,"1,404",14,11,14,0,1198,62,105,1.0%,0.8%,1.0%,0.0%,85.3%,4.4%,7.5%
2016,17210,Federal Way School District,King,3766,Decatur High School,High,74.9,"1,407",7,143,210,1,529,160,357,0.5%,10.2%,14.9%,0.1%,37.6%,11.4%,25.4%
2016,17417,Northshore School District,Snohomish,4208,Woodinville HS,High,42.9,"1,407",1,119,19,0,1044,96,128,0.1%,8.5%,1.4%,0.0%,74.2%,6.8%,9.1%
2016,31015,Edmonds School District,Snohomish,3755,Lynnwood High School,High,72.8,"1,429",3,298,99,4,606,174,245,0.2%,20.9%,6.9%,0.3%,42.4%,12.2%,17.1%
2016,31002,Everett School District,Snohomish,2126,Everett High School,High,56.1,"1,460",21,100,72,0,918,81,268,1.4%,6.8%,4.9%,0.0%,62.9%,5.5%,18.4%
2016,17400,Mercer Island School District,King,3029,Mercer Island High School,High,46.6,"1,464",7,302,20,0,1023,58,54,0.5%,20.6%,1.4%,0.0%,69.9%,4.0%,3.7%
2016,17414,Lake Washington School District,King,3771,Juanita High,High,60.2,"1,467",2,221,47,1,865,124,207,0.1%,15.1%,3.2%,0.1%,59.0%,8.5%,14.1%
2016,17408,Auburn School District,King,5037,Auburn Mountainview High School,High,62.8,"1,488",8,140,136,2,844,112,246,0.5%,9.4%,9.1%,0.1%,56.7%,7.5%,16.5%
2016,17415,Kent School District,King,4492,Kentlake High School,High,60.7,"1,501",9,118,97,6,884,145,242,0.6%,7.9%,6.5%,0.4%,58.9%,9.7%,16.1%
2016,17417,Northshore School District,Snohomish,3492,Inglemoor HS,High,56.6,"1,504",5,244,29,0,936,111,179,0.3%,16.2%,1.9%,0.0%,62.2%,7.4%,11.9%
2016,17405,Bellevue School District,King,3588,Interlake Senior High School,High,70.3,"1,590",2,527,47,0,623,140,251,0.1%,33.1%,3.0%,0.0%,39.2%,8.8%,15.8%
2016,17408,Auburn School District,King,4474,Auburn Riverside High School,High,67.1,"1,594",11,166,87,1,783,134,412,0.7%,10.4%,5.5%,0.1%,49.1%,8.4%,25.8%
2016,17414,Lake Washington School District,King,2739,Lake Washington High,High,51.3,"1,595",4,170,29,1,1075,113,203,0.3%,10.7%,1.8%,0.1%,67.4%,7.1%,12.7%
2016,17403,Renton School District,King,3630,Hazen Senior High School,High,71.4,"1,604",12,463,108,0,632,64,325,0.7%,28.9%,6.7%,0.0%,39.4%,4.0%,20.3%
2016,17210,Federal Way School District,King,2417,Federal Way High School,High,75.9,"1,612",14,161,255,1,405,202,574,0.9%,10.0%,15.8%,0.1%,25.1%,12.5%,35.6%
2016,31015,Edmonds School District,Snohomish,3464,Meadowdale High School,High,64.7,"1,617",10,212,96,6,886,201,206,0.6%,13.1%,5.9%,0.4%,54.8%,12.4%,12.7%
2016,17412,Shoreline School District,King,3921,Shorewood High School,High,66.9,"1,629",8,271,129,0,848,183,190,0.5%,16.6%,7.9%,0.0%,52.1%,11.2%,11.7%
2016,17405,Bellevue School District,King,2701,Bellevue High School,High,63.7,"1,632",1,443,46,0,851,177,114,0.1%,27.1%,2.8%,0.0%,52.1%,10.8%,7.0%
2016,17401,Highline School District,King,3279,Mount Rainier High School,High,74.5,"1,637",11,223,190,2,605,149,457,0.7%,13.6%,11.6%,0.1%,37.0%,9.1%,27.9%
2016,17408,Auburn School District,King,2795,Auburn Senior High School,High,70.9,"1,640",50,104,122,6,692,170,496,3.0%,6.3%,7.4%,0.4%,42.2%,10.4%,30.2%
2016,17417,Northshore School District,Snohomish,3106,Bothell High School,High,56.6,"1,650",15,224,50,3,1037,121,200,0.9%,13.6%,3.0%,0.2%,62.8%,7.3%,12.1%
2016,31015,Edmonds School District,Snohomish,3123,Edmonds Woodway High School,High,66.7,"1,655",12,238,106,1,866,203,229,0.7%,14.4%,6.4%,0.1%,52.3%,12.3%,13.8%
2016,31016,Arlington School District,Snohomish,2523,Arlington High School,High,33.7,"1,666",26,32,23,1,1341,51,192,1.6%,1.9%,1.4%,0.1%,80.5%,3.1%,11.5%
2016,31103,Monroe School District,Snohomish,4528,Monroe High School,High,44.0,"1,669",14,47,8,0,1209,96,295,0.8%,2.8%,0.5%,0.0%,72.4%,5.8%,17.7%
2016,17414,Lake Washington School District,King,4439,Eastlake High School,High,44.0,"1,682",5,202,20,1,1232,116,106,0.3%,12.0%,1.2%,0.1%,73.2%,6.9%,6.3%
2016,17001,Seattle Public Schools,King,2220,Ballard High School,High,45.4,"1,696",22,107,72,1,1232,117,145,1.3%,6.3%,4.2%,0.1%,72.6%,6.9%,8.5%
2016,17001,Seattle Public Schools,King,2306,Garfield High School,High,72.7,"1,712",9,299,450,0,687,138,129,0.5%,17.5%,26.3%,0.0%,40.1%,8.1%,7.5%
2016,17001,Seattle Public Schools,King,2285,Roosevelt High School,High,51.5,"1,715",8,198,83,0,1159,135,132,0.5%,11.5%,4.8%,0.0%,67.6%,7.9%,7.7%
2016,17210,Federal Way School District,King,4570,Todd Beamer High School,High,76.6,"1,717",15,251,246,3,629,229,344,0.9%,14.6%,14.3%,0.2%,36.6%,13.3%,20.0%
2016,31201,Snohomish School District,Snohomish,2428,Snohomish High School,High,30.0,"1,735",9,26,11,1,1440,100,148,0.5%,1.5%,0.6%,0.1%,83.0%,5.8%,8.5%
2016,31201,Snohomish School District,Snohomish,5128,Glacier Peak High School,High,39.3,"1,768",11,109,29,1,1361,121,136,0.6%,6.2%,1.6%,0.1%,77.0%,6.8%,7.7%
2016,17405,Bellevue School District,King,3486,Newport Senior High School,High,63.3,"1,797",3,815,37,0,698,154,90,0.2%,45.4%,2.1%,0.0%,38.8%,8.6%,5.0%
2016,17210,Federal Way School District,King,3584,Thomas Jefferson High School,High,75.9,"1,798",7,359,182,3,600,169,478,0.4%,20.0%,10.1%,0.2%,33.4%,9.4%,26.6%
2016,31002,Everett School District,Snohomish,3407,Cascade High School,High,61.3,"1,817",17,222,88,0,1046,101,343,0.9%,12.2%,4.8%,0.0%,57.6%,5.6%,18.9%
2016,17409,Tahoma School District,King,2849,Tahoma Senior High School,High,37.8,"1,818",10,61,39,3,1417,131,157,0.6%,3.4%,2.1%,0.2%,77.9%,7.2%,8.6%
2016,31004,Lake Stevens School District,Snohomish,2426,Lake Stevens Sr High School,High,42.9,"1,826",14,75,35,0,1353,131,218,0.8%,4.1%,1.9%,0.0%,74.1%,7.2%,11.9%
2016,17410,Snoqualmie Valley School District,King,2850,Mount Si High School,High,24.0,"1,852",15,63,19,1,1610,54,90,0.8%,3.4%,1.0%,0.1%,86.9%,2.9%,4.9%
2016,17414,Lake Washington School District,King,3528,Redmond High,High,56.4,"1,874",3,334,34,0,1166,135,202,0.2%,17.8%,1.8%,0.0%,62.2%,7.2%,10.8%
2016,17415,Kent School District,King,4128,Kentwood High School,High,74.0,"2,032",11,452,181,3,809,203,373,0.5%,22.2%,8.9%,0.1%,39.8%,10.0%,18.4%
2016,31006,Mukilteo School District,Snohomish,4433,Kamiak High School,High,59.9,"2,129",12,468,51,0,1237,160,201,0.6%,22.0%,2.4%,0.0%,58.1%,7.5%,9.4%
2016,17415,Kent School District,King,2797,Kent-Meridian High School,High,77.8,"2,168",3,446,417,3,473,183,643,0.1%,20.6%,19.2%,0.1%,21.8%,8.4%,29.7%
2016,17411,Issaquah School District,King,4495,Skyline High School,High,56.0,"2,175",6,612,36,0,1295,90,136,0.3%,28.1%,1.7%,0.0%,59.5%,4.1%,6.3%
2016,31002,Everett School District,Snohomish,4438,Henry M. Jackson High School,High,58.5,"2,190",12,413,67,0,1318,144,236,0.5%,18.9%,3.1%,0.0%,60.2%,6.6%,10.8%
2016,31006,Mukilteo School District,Snohomish,3688,Mariner High School,High,72.7,"2,208",17,299,197,3,723,162,807,0.8%,13.5%,8.9%,0.1%,32.7%,7.3%,36.5%
2016,17415,Kent School District,King,3640,Kentridge High School,High,73.1,"2,238",10,555,238,1,922,246,266,0.4%,24.8%,10.6%,0.0%,41.2%,11.0%,11.9%
2016,17411,Issaquah School District,King,3385,Issaquah High School,High,54.4,"2,243",8,486,34,1,1418,133,163,0.4%,21.7%,1.5%,0.0%,63.2%,5.9%,7.3%
